originalName,normalizedName,currentName,slug,status,classification,parent,zone,verified,indexable,inSitemap,canonical,pageExists,aliasOf,reason,sourceSection,notes
Clock Tower,clocktower,Clock Tower,clock-tower,draft,SUB-UNIT,Secunderabad,north,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Secunderabad"". Not a standalone-page candidate.",SECUNDERABAD / NORTH,
Cyber Gateway,cybergateway,Cyber Gateway,cyber-gateway,draft,SUB-UNIT,HITEC City,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""HITEC City"". Not a standalone-page candidate.",WEST HYDERABAD / IT CORRIDOR,
Cyber Hills,cyberhills,Cyber Hills,cyber-hills,draft,SUB-UNIT,HITEC City,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""HITEC City"". Not a standalone-page candidate.",WEST HYDERABAD / IT CORRIDOR | MADHAPUR,
Cyber Towers,cybertowers,Cyber Towers,cyber-towers,draft,SUB-UNIT,HITEC City,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""HITEC City"". Not a standalone-page candidate.",WEST HYDERABAD / IT CORRIDOR,
Dabilpur,dabilpur,Dabilpur,dabilpur,draft,NEEDS VERIFICATION,Medchal,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Medchal"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",MEDCHAL,
Daira,daira,Daira,daira,draft,NEEDS VERIFICATION,Himayatnagar,central,false,false,false,,false,,"Not yet independently verified. Grouped with ""Himayatnagar"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",HIMAYATNAGAR / BASHEERBAGH,
DD Colony,ddcolony,DD Colony,dd-colony,draft,NEEDS VERIFICATION,,unknown,false,false,false,,false,,"Not yet independently verified — insufficient information available to confirm this is a distinct, standalone-worthy locality or assign a parent.",ADDITIONAL LOCALITIES,
Defence Colony,defencecolony,Defence Colony,defence-colony,draft,NEEDS VERIFICATION,Malkajgiri,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Malkajgiri"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",MALKAJGIRI | SAINIKPURI,
Dharam Karam Road,dharamkaramroad,Dharam Karam Road,dharam-karam-road,draft,SUB-UNIT,Ameerpet,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Ameerpet"". Not a standalone-page candidate.",AMEERPET,
DLF,dlf,DLF,dlf,draft,SUB-UNIT,Gachibowli,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Gachibowli"". Not a standalone-page candidate.",GACHIBOWLI,
DLF Cyber City,dlfcybercity,DLF Cyber City,dlf-cyber-city,draft,SUB-UNIT,Gachibowli,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Gachibowli"". Not a standalone-page candidate.",GACHIBOWLI,
Doctors Colony,doctorscolony,Doctors Colony,doctors-colony,draft,SUB-UNIT,Saroor Nagar,east,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Saroor Nagar"", not a distinct standalone locality. Covered under the parent page.",SAROORNAGAR,
DRDO,drdo,DRDO,drdo,draft,NEEDS VERIFICATION,Kanchanbagh,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Kanchanbagh"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",OLD CITY / KANCHANBAGH,
Dulapally,dulapally,Dulapally,dulapally,draft,SUB-UNIT,Kompally,north,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Kompally"", not a distinct standalone locality. Covered under the parent page.",KOMPALLY,
Durgam Cheruvu,durgamcheruvu,Durgam Cheruvu,durgam-cheruvu,draft,SUB-UNIT,HITEC City,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""HITEC City"". Not a standalone-page candidate.",WEST HYDERABAD / IT CORRIDOR | MADHAPUR | RAIDURG,
East Anandbagh,eastanandbagh,East Anandbagh,east-anandbagh,draft,SUB-UNIT,Anandbagh,north,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Anandbagh"", not a distinct standalone locality. Covered under the parent page.",MALKAJGIRI | MOULA ALI,
East Marredpally,eastmarredpally,East Marredpally,east-marredpally,draft,SUB-UNIT,Marredpally,north,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Marredpally"", not a distinct standalone locality. Covered under the parent page.",SECUNDERABAD / NORTH,
Edi Bazaar,edibazaar,Edi Bazaar,edi-bazaar,draft,SUB-UNIT,Falaknuma,south,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Falaknuma"", not a distinct standalone locality. Covered under the parent page.",OLD CITY / SHAHALIBANDA,
Edulabad,edulabad,Edulabad,edulabad,draft,NEEDS VERIFICATION,Ghatkesar,east,false,false,false,,false,,"Not yet independently verified. Grouped with ""Ghatkesar"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",EAST / NORTH-EAST / GHATKESAR | EAST / NORTH-EAST / POCHARAM,
Esamia Bazaar,esamiabazaar,Esamia Bazaar,esamia-bazaar,draft,SUB-UNIT,Abids,central,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Abids"". Not a standalone-page candidate.",CENTRAL HYDERABAD,
ESI,esi,ESI,esi,draft,SUB-UNIT,SR Nagar,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""SR Nagar"", not a distinct standalone locality. Covered under the parent page.",SR NAGAR,
ESI Hospital Area,esihospitalarea,ESI Hospital Area,esi-hospital-area,draft,SUB-UNIT,Erragadda,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Erragadda"". Not a standalone-page candidate.",ERRAGADDA,
Falaknuma Palace Area,falaknumapalacearea,Falaknuma Palace Area,falaknuma-palace-area,draft,SUB-UNIT,Falaknuma,south,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Falaknuma"". Not a standalone-page candidate.",OLD CITY / FALAKNUMA,
Falaknuma Road,falaknumaroad,Falaknuma Road,falaknuma-road,draft,SUB-UNIT,Shahalibanda,south,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Shahalibanda"". Not a standalone-page candidate.",OLD CITY / SHAHALIBANDA,
Fateh Nagar,fatehnagar,Fateh Nagar,fateh-nagar,draft,NEEDS VERIFICATION,Bowenpally,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Bowenpally"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",BOWENPALLY,
Financial District Road,financialdistrictroad,Financial District Road,financial-district-road,draft,SUB-UNIT,Kokapet,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Kokapet"". Not a standalone-page candidate.",KOKAPET,
Gachibowli Stadium,gachibowlistadium,Gachibowli Stadium,gachibowli-stadium,draft,SUB-UNIT,Gachibowli,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Gachibowli"". Not a standalone-page candidate.",GACHIBOWLI,
Gaganmahal,gaganmahal,Gaganmahal,gaganmahal,draft,SUB-UNIT,Himayatnagar,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Himayatnagar"", not a distinct standalone locality. Covered under the parent page.",HIMAYATNAGAR / BASHEERBAGH,
Galaxy,galaxy,Galaxy,galaxy,draft,SUB-UNIT,Tolichowki,south,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Tolichowki"". Not a standalone-page candidate.",TOLICHOWKI,
Gandipet,gandipet,Gandipet,gandipet,draft,NEEDS VERIFICATION,Narsingi,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Narsingi"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",NARSINGI,
Gandipet Road,gandipetroad,Gandipet Road,gandipet-road,draft,SUB-UNIT,Puppalaguda,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Puppalaguda"". Not a standalone-page candidate.",PUPPALAGUDA | KOKAPET,
Gangaram,gangaram,Gangaram,gangaram,draft,NEEDS VERIFICATION,Hafeezpet,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Hafeezpet"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",HAFEEZPET | CHANDANAGAR,
GAR,gar,GAR,gar,draft,SUB-UNIT,Financial District,west,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Financial District"", not a distinct standalone locality. Covered under the parent page.",FINANCIAL DISTRICT,
General Bazaar,generalbazaar,General Bazaar,general-bazaar,draft,SUB-UNIT,Secunderabad,north,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Secunderabad"". Not a standalone-page candidate.",SECUNDERABAD / NORTH,
Ghatkesar Road,ghatkesarroad,Ghatkesar Road,ghatkesar-road,draft,SUB-UNIT,Peerzadiguda,north,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Peerzadiguda"". Not a standalone-page candidate.",PEERZADIGUDA,
Golden Mile,goldenmile,Golden Mile,golden-mile,draft,SUB-UNIT,Kokapet,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Kokapet"". Not a standalone-page candidate.",KOKAPET,
Golnaka,golnaka,Golnaka,golnaka,draft,NEEDS VERIFICATION,,unknown,false,false,false,,false,,"Not yet independently verified — insufficient information available to confirm this is a distinct, standalone-worthy locality or assign a parent.",ADDITIONAL LOCALITIES,
Gopanapally,gopanapally,Gopanapally,gopanapally,draft,NEEDS VERIFICATION,Tellapur,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Tellapur"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",TELLAPUR | ADDITIONAL LOCALITIES,
Goshamahal Road,goshamahalroad,Goshamahal Road,goshamahal-road,draft,SUB-UNIT,Nampally,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Nampally"". Not a standalone-page candidate.",NAMPALLY,
Greenlands,greenlands,Greenlands,greenlands,draft,NEEDS VERIFICATION,Panjagutta,central,false,false,false,,false,,"Not yet independently verified. Grouped with ""Panjagutta"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",PUNJAGUTTA | SOMAJIGUDA | BEGUMPET,
Gulzar Houz,gulzarhouz,Gulzar Houz,gulzar-houz,draft,SUB-UNIT,Charminar,south,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Charminar"". Not a standalone-page candidate.",OLD CITY / CHARMINAR,
Hakimpet,hakimpet,Hakimpet,hakimpet,draft,NEEDS VERIFICATION,Jubilee Hills,central,false,false,false,,false,,"Not yet independently verified. Grouped with ""Jubilee Hills"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",JUBILEE HILLS | TOLICHOWKI | EAST / NORTH-EAST / SHAMIRPET,
Hasanaliguda,hasanaliguda,Hasanaliguda,hasanaliguda,draft,NEEDS VERIFICATION,Himayatnagar,central,false,false,false,,false,,"Not yet independently verified. Grouped with ""Himayatnagar"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",HIMAYATNAGAR / BASHEERBAGH,
HB Colony,hbcolony,HB Colony,hb-colony,draft,NEEDS VERIFICATION,Moula Ali,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Moula Ali"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",MOULA ALI | MEERPET,
Himayath Sagar Road,himayathsagarroad,Himayath Sagar Road,himayath-sagar-road,draft,SUB-UNIT,Narsingi,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Narsingi"". Not a standalone-page candidate.",NARSINGI,
Himayatnagar Road,himayatnagarroad,Himayatnagar Road,himayatnagar-road,draft,SUB-UNIT,Himayatnagar,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Himayatnagar"". Not a standalone-page candidate.",HIMAYATNAGAR / BASHEERBAGH,
Himayatsagar Road,himayatsagarroad,Himayatsagar Road,himayatsagar-road,draft,SUB-UNIT,Rajendranagar,south,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Rajendranagar"". Not a standalone-page candidate.",RAJENDRANAGAR,
HMT Nagar,hmtnagar,HMT Nagar,hmt-nagar,draft,NEEDS VERIFICATION,Nacharam,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Nacharam"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",NACHARAM | MALLAPUR,
HUDA Colony,hudacolony,HUDA Colony,huda-colony,draft,NEEDS VERIFICATION,Chandanagar,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Chandanagar"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",CHANDANAGAR,
Hyderabad Airport,hyderabadairport,Hyderabad Airport,hyderabad-airport,draft,SUB-UNIT,Shamshabad,south,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Shamshabad"". Not a standalone-page candidate.",AIRPORT / SOUTH / SHAMSHABAD,
IAS Colony,iascolony,IAS Colony,ias-colony,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS,
Ibrahim Bagh,ibrahimbagh,Ibrahim Bagh,ibrahim-bagh,draft,NEEDS VERIFICATION,Langer Houz,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Langer Houz"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",LANGER HOUZ,
Ibrahimpatnam Road,ibrahimpatnamroad,Ibrahimpatnam Road,ibrahimpatnam-road,draft,SUB-UNIT,Kongara Kalan,outskirts,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Kongara Kalan"". Not a standalone-page candidate.",AIRPORT / SOUTH / KONGARA KALAN | AIRPORT / SOUTH / TURKAYAMJAL,
IDA Bollaram,idabollaram,IDA Bollaram,ida-bollaram,draft,NEEDS VERIFICATION,,unknown,false,false,false,,false,,"Not yet independently verified — insufficient information available to confirm this is a distinct, standalone-worthy locality or assign a parent.",ADDITIONAL LOCALITIES,
IDA Patancheru,idapatancheru,IDA Patancheru,ida-patancheru,draft,SUB-UNIT,Patancheru,west,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Patancheru"", not a distinct standalone locality. Covered under the parent page.",PATANCHERU,
IDPL,idpl,IDPL,idpl,draft,SUB-UNIT,Sanath Nagar,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Sanath Nagar"", not a distinct standalone locality. Covered under the parent page.",SANATH NAGAR,
IE Sanath Nagar,iesanathnagar,IE Sanath Nagar,ie-sanath-nagar,draft,SUB-UNIT,Sanath Nagar,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Sanath Nagar"", not a distinct standalone locality. Covered under the parent page.",SANATH NAGAR,
IKEA Area,ikeaarea,IKEA Area,ikea-area,draft,SUB-UNIT,Raidurg,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Raidurg"". Not a standalone-page candidate.",RAIDURG,
Image Gardens Road,imagegardensroad,Image Gardens Road,image-gardens-road,draft,SUB-UNIT,Madhapur,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Madhapur"". Not a standalone-page candidate.",MADHAPUR,
Industrial Estate,industrialestate,Industrial Estate,industrial-estate,draft,SUB-UNIT,Sanath Nagar,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Sanath Nagar"", not a distinct standalone locality. Covered under the parent page.",SANATH NAGAR | NACHARAM,
Infosys SEZ Area,infosyssezarea,Infosys SEZ Area,infosys-sez-area,draft,SUB-UNIT,Pocharam,east,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Pocharam"". Not a standalone-page candidate.",EAST / NORTH-EAST / POCHARAM,
Injamamoor,injamamoor,Injamamoor,injamamoor,draft,NEEDS VERIFICATION,Hayathnagar,east,false,false,false,,false,,"Not yet independently verified. Grouped with ""Hayathnagar"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",HAYATHNAGAR,
Iqbal Minar Area,iqbalminararea,Iqbal Minar Area,iqbal-minar-area,draft,SUB-UNIT,Lakdikapul,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Lakdikapul"". Not a standalone-page candidate.",LAKDICAPUL / SAIFABAD,
IS Sadan,issadan,IS Sadan,is-sadan,draft,NEEDS VERIFICATION,Chandrayangutta,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Chandrayangutta"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",OLD CITY / CHANDRAYANGUTTA | OLD CITY / SANTOSHNAGAR | OLD CITY / SAIDABAD,
Jali Hanuman,jalihanuman,Jali Hanuman,jali-hanuman,draft,SUB-UNIT,Nampally,central,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Nampally"". Not a standalone-page candidate.",NAMPALLY,
James Street,jamesstreet,James Street,james-street,draft,SUB-UNIT,Secunderabad,north,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Secunderabad"". Not a standalone-page candidate.",SECUNDERABAD / NORTH,
Janapriya Nagar,janapriyanagar,Janapriya Nagar,janapriya-nagar,draft,NEEDS VERIFICATION,Hafeezpet,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Hafeezpet"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",HAFEEZPET,
Jawahar Nagar,jawaharnagar,Jawahar Nagar,jawahar-nagar,draft,NEEDS VERIFICATION,Keesara,outskirts,false,false,false,,false,,"Not yet independently verified. Grouped with ""Keesara"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",EAST / NORTH-EAST / KEESARA | EAST / NORTH-EAST / JAWAHAR NAGAR,
JNTU,jntu,JNTU,jntu,draft,SUB-UNIT,Kukatpally,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Kukatpally"". Not a standalone-page candidate.",KUKATPALLY / NORTHWEST | NIZAMPET | PRAGATHI NAGAR,
Journalist Colony,journalistcolony,Journalist Colony,journalist-colony,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS | JUBILEE HILLS,
Jubilee Hills Check Post,jubileehillscheckpost,Jubilee Hills Check Post,jubilee-hills-check-post,draft,SUB-UNIT,Jubilee Hills,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Jubilee Hills"". Not a standalone-page candidate.",JUBILEE HILLS,
Jyothi Nagar,jyothinagar,Jyothi Nagar,jyothi-nagar,draft,NEEDS VERIFICATION,RC Puram,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""RC Puram"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",RC PURAM,
Kakatiya Nagar,kakatiyanagar,Kakatiya Nagar,kakatiya-nagar,draft,NEEDS VERIFICATION,Moula Ali,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Moula Ali"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",MOULA ALI,
Kamalanagar,kamalanagar,Kamalanagar,kamalanagar,draft,NEEDS VERIFICATION,ECIL,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""ECIL"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",ECIL | AS RAO NAGAR | KAPRA,
Kamineni Hospital Area,kaminenihospitalarea,Kamineni Hospital Area,kamineni-hospital-area,draft,SUB-UNIT,LB Nagar,east,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""LB Nagar"". Not a standalone-page candidate.",LB NAGAR / EAST / SOUTH-EAST,
Kanajiguda,kanajiguda,Kanajiguda,kanajiguda,draft,NEEDS VERIFICATION,Alwal,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Alwal"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",ALWAL,
Kandlakoya,kandlakoya,Kandlakoya,kandlakoya,draft,NEEDS VERIFICATION,Medchal,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Medchal"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",MEDCHAL | ADDITIONAL LOCALITIES,
Kandukur Road,kandukurroad,Kandukur Road,kandukur-road,draft,SUB-UNIT,Maheshwaram,outskirts,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Maheshwaram"". Not a standalone-page candidate.",AIRPORT / SOUTH / MAHESHWARAM,
Kavuri Hills Phase 1,kavurihillsphase1,Kavuri Hills Phase 1,kavuri-hills-phase-1,draft,SUB-UNIT,Jubilee Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Jubilee Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",JUBILEE HILLS,
Kavuri Hills Phase 2,kavurihillsphase2,Kavuri Hills Phase 2,kavuri-hills-phase-2,draft,SUB-UNIT,Jubilee Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Jubilee Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",JUBILEE HILLS,
KBR Park Area,kbrparkarea,KBR Park Area,kbr-park-area,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Banjara Hills"". Not a standalone-page candidate.",BANJARA HILLS,
Keesara Road,keesararoad,Keesara Road,keesara-road,draft,SUB-UNIT,Ghatkesar,east,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Ghatkesar"". Not a standalone-page candidate.",EAST / NORTH-EAST / GHATKESAR,
Khairatabad X Road,khairatabadxroad,Khairatabad X Road,khairatabad-x-road,draft,SUB-UNIT,Khairatabad,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Khairatabad"". Not a standalone-page candidate.",KHAIRATABAD,
Khaja Nagar,khajanagar,Khaja Nagar,khaja-nagar,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS,
Kistareddypet,kistareddypet,Kistareddypet,kistareddypet,draft,NEEDS VERIFICATION,Beeramguda,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Beeramguda"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",BEERAMGUDA,
Knowledge City,knowledgecity,Knowledge City,knowledge-city,draft,SUB-UNIT,HITEC City,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""HITEC City"". Not a standalone-page candidate.",WEST HYDERABAD / IT CORRIDOR | RAIDURG,
Kokapet Road,kokapetroad,Kokapet Road,kokapet-road,draft,SUB-UNIT,Nanakramguda,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Nanakramguda"". Not a standalone-page candidate.",NANAKRAMGUDA | NARSINGI,
Kollur Road,kollurroad,Kollur Road,kollur-road,draft,SUB-UNIT,Tellapur,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Tellapur"". Not a standalone-page candidate.",TELLAPUR,
Konark Theatre Area,konarktheatrearea,Konark Theatre Area,konark-theatre-area,draft,SUB-UNIT,Dilsukhnagar,east,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Dilsukhnagar"". Not a standalone-page candidate.",DILSUKHNAGAR,
Kondamadugu,kondamadugu,Kondamadugu,kondamadugu,draft,NEEDS VERIFICATION,Ghatkesar,east,false,false,false,,false,,"Not yet independently verified. Grouped with ""Ghatkesar"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",EAST / NORTH-EAST / GHATKESAR,
Kothaguda X Road,kothagudaxroad,Kothaguda X Road,kothaguda-x-road,draft,SUB-UNIT,Kondapur,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Kondapur"". Not a standalone-page candidate.",KONDAPUR,
Koti Women's College,kotiwomenscollege,Koti Women's College,koti-women-s-college,draft,SUB-UNIT,Abids,central,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Abids"". Not a standalone-page candidate.",CENTRAL HYDERABAD,
Kowkoor,kowkoor,Kowkoor,kowkoor,draft,NEEDS VERIFICATION,Sainikpuri,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Sainikpuri"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",SAINIKPURI,
KPHB Phase 1,kphbphase1,KPHB Phase 1,kphb-phase-1,draft,SUB-UNIT,KPHB Colony,west,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",KUKATPALLY / NORTHWEST,
KPHB Phase 10,kphbphase10,KPHB Phase 10,kphb-phase-10,draft,SUB-UNIT,KPHB Colony,west,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",KUKATPALLY / NORTHWEST,
KPHB Phase 2,kphbphase2,KPHB Phase 2,kphb-phase-2,draft,SUB-UNIT,KPHB Colony,west,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",KUKATPALLY / NORTHWEST,
KPHB Phase 3,kphbphase3,KPHB Phase 3,kphb-phase-3,draft,SUB-UNIT,KPHB Colony,west,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",KUKATPALLY / NORTHWEST,
KPHB Phase 4,kphbphase4,KPHB Phase 4,kphb-phase-4,draft,SUB-UNIT,KPHB Colony,west,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",KUKATPALLY / NORTHWEST,
KPHB Phase 5,kphbphase5,KPHB Phase 5,kphb-phase-5,draft,SUB-UNIT,KPHB Colony,west,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",KUKATPALLY / NORTHWEST,
KPHB Phase 6,kphbphase6,KPHB Phase 6,kphb-phase-6,draft,SUB-UNIT,KPHB Colony,west,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",KUKATPALLY / NORTHWEST,
