Name,OriginalSourceSections,Parent,Zone,Classification,Verified,Indexable,Sitemap,AliasOf,PageURL,Reason
Kondamadugu,EAST / NORTH-EAST / GHATKESAR,Ghatkesar,east,Draft — needs verification,false,false,false,,,"Real village, confirmed administrative parent is Bibinagar mandal, Yadadri Bhuvanagiri district (pincode 508126) — a different district than Ghatkesar (Medchal-Malkajgiri) as the supplied list groups it, roughly 35-45 km from central Hyderabad (17-23 km beyond Ghatkesar itself). Geography is fully resolved. BUSINESS DECISION (2026-09-09): owner reviewed this case-by-case against Mokila and Manchal and declined to publish for now — out of realistic service-area scope given the distance and district boundary; revisit if TurboFix's service area expands east toward Yadadri Bhuvanagiri."
Kothaguda X Road,KONDAPUR,Kondapur,west,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Kondapur"". Not a standalone-page candidate."
Koti Women's College,CENTRAL HYDERABAD,Abids,central,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Abids"". Not a standalone-page candidate."
KPHB Phase 1,KUKATPALLY / NORTHWEST,KPHB Colony,west,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
KPHB Phase 10,KUKATPALLY / NORTHWEST,KPHB Colony,west,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
KPHB Phase 2,KUKATPALLY / NORTHWEST,KPHB Colony,west,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
KPHB Phase 3,KUKATPALLY / NORTHWEST,KPHB Colony,west,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
KPHB Phase 4,KUKATPALLY / NORTHWEST,KPHB Colony,west,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
KPHB Phase 5,KUKATPALLY / NORTHWEST,KPHB Colony,west,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
KPHB Phase 6,KUKATPALLY / NORTHWEST,KPHB Colony,west,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
KPHB Phase 7,KUKATPALLY / NORTHWEST,KPHB Colony,west,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
KPHB Phase 8,KUKATPALLY / NORTHWEST,KPHB Colony,west,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
KPHB Phase 9,KUKATPALLY / NORTHWEST,KPHB Colony,west,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Krishna Nagar,YOUSUFGUDA,Yousufguda,central,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Yousufguda"", not a distinct standalone locality. Covered under the parent page."
Kurmaguda,OLD CITY / SANTOSHNAGAR,Saidabad,south,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Saidabad"", not a distinct standalone locality. Covered under the parent page."
Lal Bazaar,TRIMULGHERRY,Trimulgherry,north,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Trimulgherry"", not a distinct standalone locality. Covered under the parent page."
Lal Darwaza,OLD CITY / MOGHALPURA,Moghalpura,south,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Moghalpura"". Not a standalone-page candidate."
Lalith Bagh,OLD CITY / CHANDRAYANGUTTA,Uppuguda,south,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Uppuguda"", not a distinct standalone locality. Covered under the parent page."
Lanco Hills,MANIKONDA,Manikonda,west,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Manikonda"", not a distinct standalone locality. Covered under the parent page."
Liberty,HIMAYATNAGAR / BASHEERBAGH,Himayatnagar,central,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Himayatnagar"". Not a standalone-page candidate."
Lower Tank Bund,HIMAYATNAGAR / BASHEERBAGH,Himayatnagar,central,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Himayatnagar"". Not a standalone-page candidate."
LV Prasad Road,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Banjara Hills"". Not a standalone-page candidate."
Madina Building,OLD CITY / CHARMINAR,Charminar,south,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Charminar"". Not a standalone-page candidate."
Maitrivanam,AMEERPET,Ameerpet,central,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Ameerpet"", not a distinct standalone locality. Covered under the parent page."
Mallampet Road,NIZAMPET,Nizampet,west,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Nizampet"". Not a standalone-page candidate."
Manchal,AIRPORT / SOUTH / IBRAHIMPATNAM,Ibrahimpatnam,outskirts,Draft — needs verification,false,false,false,,,"Real village (Manchal mandal HQ, Ranga Reddy district, 2011 Census population 4,507), confirmed genuinely rural/exurban, ~45 km South-East of MGBS bus station (best-sourced figure after a third pass found no support for an earlier ~66 km outlier). Geography is fully resolved — this is TurboFix's farthest-flagged candidate. BUSINESS DECISION (2026-09-09): owner reviewed this case-by-case against Mokila and Kondamadugu and declined to publish for now — outside realistic service-area scope at this distance; revisit if the business expands that far south."
Manikonda Road,SHAIKPET,Shaikpet,south,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Shaikpet"". Not a standalone-page candidate."
Mantri Celestia,FINANCIAL DISTRICT,Financial District,west,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Financial District"", not a distinct standalone locality. Covered under the parent page."
Masab Tank Side,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page."
Mayur Marg,BEGUMPET,Begumpet,central,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Begumpet"". Not a standalone-page candidate."
Medchal Road,KOMPALLY | MEDCHAL,Kompally,north,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Kompally"". Not a standalone-page candidate."
Meerpet HB Colony,ADDITIONAL LOCALITIES,Meerpet,unknown,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Meerpet"", not a distinct standalone locality. Covered under the parent page."
MG Road,SECUNDERABAD / NORTH,Secunderabad,north,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Secunderabad"". Not a standalone-page candidate."
Mindspace,WEST HYDERABAD / IT CORRIDOR | RAIDURG,HITEC City,west,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""HITEC City"". Not a standalone-page candidate."
Minister Road,BEGUMPET | SECUNDERABAD / NORTH,Begumpet,central,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Begumpet"". Not a standalone-page candidate."
Ministers Colony,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page."
Mir Chowk,OLD CITY / CHARMINAR,Charminar,south,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Charminar"". Not a standalone-page candidate."
Mithila Nagar,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page."
Miyapur Road,BACHUPALLY,Bachupally,west,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Bachupally"". Not a standalone-page candidate."
Miyapur X Road,MIYAPUR,Miyapur,west,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Miyapur"". Not a standalone-page candidate."
MLA Colony,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page."
Mokila Road,TELLAPUR | OSMAN NAGAR | KOLLUR,Tellapur,west,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Tellapur"". Not a standalone-page candidate."
Monda Market,SECUNDERABAD / NORTH,Secunderabad,north,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Secunderabad"". Not a standalone-page candidate."
Mozamjahi Market,CENTRAL HYDERABAD,Abids,central,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Abids"". Not a standalone-page candidate."
Mufeedpura,CENTRAL HYDERABAD,Abids,central,Draft — needs verification,false,false,false,,,"No reliable source found confirming this as an actual Hyderabad locality under any spelling variant tried (Mufeedpura, Mufid Pura, Mofidpura, Mufeed Pura), across repeated primary-source checks (India Post, Wikipedia's Abids/Aghapura/Moghalpura/Dabirpura/Musheerabad/Barkatpura articles, locality databases). The only near-hit (""Matba Mufid-e-Aam,"" a historical Urdu printing-press name) is an institution, not a place."
Nalgonda X Road,OLD CITY / MALAKPET,Malakpet,south,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Malakpet"". Not a standalone-page candidate."
Nampally Market,NAMPALLY,Nampally,central,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Nampally"". Not a standalone-page candidate."
Nampally Railway Station,NAMPALLY,Nampally,central,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Nampally"". Not a standalone-page candidate."
Narsingi Road,MANIKONDA | PUPPALAGUDA | KOKAPET,Manikonda,west,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Manikonda"". Not a standalone-page candidate."
NBT Nagar,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page."
Necklace Road,SOMAJIGUDA,Somajiguda,central,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Somajiguda"". Not a standalone-page candidate."
Neknampur Lake,MANIKONDA,Manikonda,west,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Manikonda"". Not a standalone-page candidate."
Neopolis,FINANCIAL DISTRICT | KOKAPET,Kokapet,west,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Kokapet"", not a distinct standalone locality. Covered under the parent page."
New Malakpet,OLD CITY / MALAKPET,Malakpet,south,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Malakpet"", not a distinct standalone locality. Covered under the parent page."
NGO Colony,VANASTHALIPURAM,Vanasthalipuram,east,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Vanasthalipuram"", not a distinct standalone locality. Covered under the parent page."
NGRI,HABSIGUDA,Habsiguda,north,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Habsiguda"", not a distinct standalone locality. Covered under the parent page."
Nizampet Village,NIZAMPET,Nizampet,west,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Nizampet"", not a distinct standalone locality. Covered under the parent page."
NMDC,MEHDIPATNAM / SOUTH-CENTRAL,Masab Tank,south,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Masab Tank"", not a distinct standalone locality. Covered under the parent page."
NTR Nagar,BODUPPAL | SAROORNAGAR,LB Nagar,north,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""LB Nagar"", not a distinct standalone locality. Covered under the parent page."
Old Alwal,ALWAL,Alwal,north,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Alwal"", not a distinct standalone locality. Covered under the parent page."
Old Bowenpally,BOWENPALLY,Bowenpally,north,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Bowenpally"", not a distinct standalone locality. Covered under the parent page."
Old Malakpet,OLD CITY / MALAKPET,Malakpet,south,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Malakpet"", not a distinct standalone locality. Covered under the parent page."
Old MLA Quarters,HIMAYATNAGAR / BASHEERBAGH,Himayatnagar,central,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Himayatnagar"", not a distinct standalone locality. Covered under the parent page."
Osmania University,TARNAKA,Tarnaka,north,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Tarnaka"". Not a standalone-page candidate."
OU Campus,HABSIGUDA,Habsiguda,north,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Habsiguda"". Not a standalone-page candidate."
P&T Colony,DILSUKHNAGAR | SAROORNAGAR,Dilsukhnagar,east,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Dilsukhnagar"", not a distinct standalone locality. Covered under the parent page."
Paradise,SECUNDERABAD / NORTH,Secunderabad,north,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Secunderabad"". Not a standalone-page candidate."
Parvath Nagar,MADHAPUR,Borabanda,west,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Borabanda"", not a distinct standalone locality. Covered under the parent page."
Peddamma Gudi Area,JUBILEE HILLS,Jubilee Hills,central,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Jubilee Hills"". Not a standalone-page candidate."
Peddamma Temple,JUBILEE HILLS,Jubilee Hills,central,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Jubilee Hills"". Not a standalone-page candidate."
Pillar No. 143,ATTAPUR,Attapur,south,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Attapur"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Pragathi Enclave,NIZAMPET,Pragathi Nagar,west,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Pragathi Nagar"", not a distinct standalone locality. Covered under the parent page."
Prashanthi Hills,BADANGPET,Meerpet,south,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Meerpet"", not a distinct standalone locality. Covered under the parent page."
Prashasan Nagar,JUBILEE HILLS,Jubilee Hills,central,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Jubilee Hills"", not a distinct standalone locality. Covered under the parent page."
Premavathi Pet,RAJENDRANAGAR,Rajendranagar,south,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Rajendranagar"", not a distinct standalone locality. Covered under the parent page."
Punjagutta X Road,PUNJAGUTTA,Panjagutta,central,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Panjagutta"". Not a standalone-page candidate."
Purani Haveli,NAMPALLY | OLD CITY / CHARMINAR,Nampally,central,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Nampally"". Not a standalone-page candidate."
Qila Mohammad Nagar,LANGER HOUZ,Golconda,south,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Golconda"", not a distinct standalone locality. Covered under the parent page."
Rahmat Nagar,YOUSUFGUDA | ERRAGADDA,Yousufguda,central,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Yousufguda"", not a distinct standalone locality. Covered under the parent page."
Raj Bhavan Road,LAKDICAPUL / SAIFABAD | KHAIRATABAD | PUNJAGUTTA | SOMAJIGUDA,Lakdikapul,central,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Lakdikapul"". Not a standalone-page candidate."
Rajendranagar Road,ATTAPUR,Attapur,south,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Attapur"". Not a standalone-page candidate."
Razdar Khanpet,NAMPALLY,Mangalhat,central,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Mangalhat"", not a distinct standalone locality. Covered under the parent page."
Residency Road,CENTRAL HYDERABAD,Abids,central,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Abids"". Not a standalone-page candidate."
Road No. 1,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 10,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 11,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 12,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 13,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 14,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 2,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 3,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 36,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 4,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 45,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 5,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 6,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 7,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 8,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 9,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
Road No. 92,BANJARA HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
RP Road,SECUNDERABAD / NORTH,Secunderabad,north,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Secunderabad"". Not a standalone-page candidate."
RTC Colony,LB NAGAR / EAST / SOUTH-EAST | VANASTHALIPURAM,LB Nagar,east,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""LB Nagar"", not a distinct standalone locality. Covered under the parent page."
RTC X Roads,ADDITIONAL LOCALITIES,,unknown,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Not a standalone-page candidate."
Sagar Society,BANJARA HILLS | JUBILEE HILLS,Banjara Hills,central,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page."
Sahebnagar,VANASTHALIPURAM | BN REDDY NAGAR,Vanasthalipuram,east,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Vanasthalipuram"", not a distinct standalone locality. Covered under the parent page."
Saket,KAPRA,Kapra,north,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Kapra"", not a distinct standalone locality. Covered under the parent page."
Sardarpur,AIRPORT / SOUTH / SHAMSHABAD,Shamshabad,south,Draft — needs verification,false,false,false,,,"Confirmed absent from the official Census-2011-derived village list for Shamshabad mandal (36 villages enumerated across two independent checks), and a Telangana-wide search (excluding out-of-state namesakes in Madhya Pradesh/Gujarat/Rajasthan) found no ""Sardarpur"" anywhere in the state. The only phonetically similar results are two differently-named ""Sardar Nagar"" villages (Shabad mandal and Maheswaram mandal, Ranga Reddy district) — a distinct name, not a spelling variant, and not a match."
Secretariat Area,LAKDICAPUL / SAIFABAD,Lakdikapul,central,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Lakdikapul"". Not a standalone-page candidate."
Secunderabad Cantonment,TRIMULGHERRY,Secunderabad,north,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Secunderabad"", not a distinct standalone locality. Covered under the parent page."
Seven Tombs,TOLICHOWKI | SHAIKPET | LANGER HOUZ,Tolichowki,south,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Tolichowki"". Not a standalone-page candidate."
Shakti Sai Nagar,ADDITIONAL LOCALITIES,Mallapur,unknown,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Mallapur"", not a distinct standalone locality. Covered under the parent page."
Shankarpally Road,KOLLUR | ADDITIONAL LOCALITIES,Kollur,west,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Kollur"". Not a standalone-page candidate."
Shastripuram,OLD CITY / FALAKNUMA | OLD CITY / BAHADURPURA,Nawab Saheb Kunta,south,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Nawab Saheb Kunta"", not a distinct standalone locality. Covered under the parent page."
Shilpa Park,KONDAPUR,Kondapur,west,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Kondapur"". Not a standalone-page candidate."
Shivam Road,ADDITIONAL LOCALITIES,,unknown,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Not a standalone-page candidate."
Singareni Colony,OLD CITY / SAIDABAD,Saidabad,south,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Saidabad"", not a distinct standalone locality. Covered under the parent page."
Sri Ram Nagar,YOUSUFGUDA | MADHAPUR | KONDAPUR,Yousufguda,central,Draft — needs verification,false,false,false,,,"Confirmed at least THREE genuinely distinct, correctly-named ""Sri Ram Nagar"" localities exist, not two: Sri Ram Nagar, Yousufguda (pincode 500045), Sri Ram Nagar Colony, Kondapur (pincode 500084), and — via the repo's own already-published Kothapet page, which lists ""Sri Ram Nagar"" as one of its own landmarks (pincode 500035, east zone) — a third instance geographically and administratively unrelated to either of the first two. A third research pass specifically hunting for a dominance/prominence signal (commercial density, web presence) between the Yousufguda and Kondapur instances found no meaningful difference and no new disambiguating evidence of any kind — three passes now agree this is genuinely unresolvable without inventing a distinction the sources don't support."
Srisailam Highway,AIRPORT / SOUTH / TUKKUGUDA | AIRPORT / SOUTH / MAHESHWARAM,Tukkuguda,outskirts,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Tukkuguda"", not a distinct standalone locality. Covered under the parent page."
Street No. 8,HABSIGUDA,Habsiguda,north,Sub-unit (not standalone),false,false,false,,,"Numbered sub-unit (road/phase) of ""Habsiguda"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead."
